Student_id,Age,Gender,Race,Location,Email,CGPA,Previous_Achievements,CourseTaken,Grades,Certifications,Hard_Skills,Soft_Skills,Previous_Work_Experience_Type,Previous_Work_Experience_Years,Previous_JobProfile,Previous_Work_Experience_At,Current_Work_Experience_Type,Current_Work_Experience_Years,Current_Job_Profile,Current_Work_Experience_At,Interests,Keywords,Career Goal,Grade1,Grade2,Grade3,Total_Grades,Percentage,Final_Grade
265,27,M,Other,Kuala Lumpur,student265@example.com,2.19,Best Project,Computer Science,"81, 100, 83",,R,Leadership,Part-Time,1.8,Software Engineer,Data Analytics Inc,Part-Time,2.576404609,Junior Data Scientist,TechGiant Inc,Software Development,"SQL, Power BI",Become a Senior Data Scientist,81,100,83,264,88,B
266,36,M,Indian,Kuala Lumpur,student266@example.com,3.69,Internship,Engineering,"97, 97, 92",AWS Certified Solutions Architect,Python,Leadership,Full-Time,3.6,Data Analyst,TechGiant Inc,Full-Time,5.695448121,Data Scientist,Innovate Solutions,"Data Science, Machine Learning","Python, TensorFlow",Become a Software Engineer,97,97,92,286,95.33333333,A
267,26,F,Chinese,Johor,student267@example.com,3,Internship,Computer Science,"89, 92, 90",,Power BI,Problem Solving,Part-Time,1.6,Data Analyst,Innovate Solutions,Part-Time,4.319698967,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,89,92,90,271,90.33333333,A
268,27,F,Other,Selangor,student268@example.com,2.03,Internship,Computer Science,"80, 94, 94",AWS Certified Solutions Architect,SQL,Leadership,Internship,1.8,Data Analyst,Innovate Solutions,Internship,4.493969029,Junior Data Scientist,TechGiant Inc,Software Development,"SQL, Power BI",Become a Software Engineer,80,94,94,268,89.33333333,A
269,39,F,Other,Perak,student269@example.com,3.74,Internship,Business,"96, 99, 81",,SQL,Communication,Full-Time,4.2,Data Analyst,Innovate Solutions,Internship,5.503850585,Senior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,96,99,81,276,92,A
270,36,F,Other,Perak,student270@example.com,2.77,Internship,Computer Science,"88, 100, 81",AWS Certified Solutions Architect,SQL,Communication,Part-Time,3.6,Data Scientist,TechGiant Inc,Internship,7.560205832,Junior Data Scientist,Innovate Solutions,Software Development,"C++, Java",Become a Senior Data Scientist,88,100,81,269,89.66666667,A
271,24,F,Chinese,Kedah,student271@example.com,3.58,Internship,Engineering,"81, 96, 100",Certified Data Scientist,TensorFlow,Problem Solving,Part-Time,1.2,Data Scientist,TechGiant Inc,Full-Time,2.996009021,Data Scientist,Innovate Solutions,"Data Science, Machine Learning","Python, TensorFlow",Become a Software Engineer,81,96,100,277,92.33333333,A
272,32,F,Other,Kedah,student272@example.com,2.96,Best Project,Engineering,"85, 83, 92",AWS Certified Solutions Architect,R,Problem Solving,Internship,2.8,Data Analyst,TechGiant Inc,Internship,3.659419507,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,85,83,92,260,86.66666667,B
273,31,F,Other,Selangor,student273@example.com,2.26,Internship,Business,"100, 92, 100",Certified Data Scientist,R,Leadership,Part-Time,2.6,Data Scientist,Innovate Solutions,Part-Time,5.187531955,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,100,92,100,292,97.33333333,A
274,27,M,Malay,Perak,student274@example.com,3.79,Dean's List,Business,"90, 93, 91",Certified Data Scientist,SQL,Leadership,Full-Time,1.8,Data Analyst,TechGiant Inc,Part-Time,2.46088413,Senior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Data Science Manager,90,93,91,274,91.33333333,A
275,29,M,Other,Perak,student275@example.com,3.55,Internship,Engineering,"99, 100, 95",,R,Communication,Full-Time,2.2,Data Analyst,TechGiant Inc,Full-Time,2.758086775,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Senior Data Scientist,99,100,95,294,98,A
276,22,M,Indian,Selangor,student276@example.com,2.94,Dean's List,Data Science,"86, 88, 87",AWS Certified Solutions Architect,Power BI,Leadership,Full-Time,0.8,Data Scientist,TechGiant Inc,Internship,3.993862329,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,86,88,87,261,87,B
277,20,M,Chinese,Selangor,student277@example.com,3.99,Dean's List,Computer Science,"99, 91, 96",,TensorFlow,Communication,Part-Time,0.4,Software Engineer,TechGiant Inc,Internship,4.383690208,Senior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","SQL, Power BI",Become a Data Science Manager,99,91,96,286,95.33333333,A
278,23,M,Other,Selangor,student278@example.com,3.65,Dean's List,Data Science,"96, 81, 89",Certified Data Scientist,Power BI,Communication,Internship,1,Software Engineer,TechGiant Inc,Full-Time,3.152940115,Data Scientist,TechGiant Inc,Software Development,"C++, Java",Become a Data Science Manager,96,81,89,266,88.66666667,B
279,22,M,Malay,Selangor,student279@example.com,2.06,Internship,Data Science,"87, 91, 83",Certified Data Scientist,TensorFlow,Problem Solving,Full-Time,0.8,Data Scientist,TechGiant Inc,Full-Time,5.523452077,Junior Data Scientist,Data Analytics Inc,Software Development,"C++, Java",Become a Data Science Manager,87,91,83,261,87,B
280,29,M,Indian,Perak,student280@example.com,2.38,Internship,Engineering,"99, 84, 100",Certified Data Scientist,Power BI,Leadership,Full-Time,2.2,Data Scientist,Data Analytics Inc,Full-Time,3.970897983,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","Python, TensorFlow",Become a Senior Data Scientist,99,84,100,283,94.33333333,A
281,20,F,Malay,Kuala Lumpur,student281@example.com,2.99,Internship,Data Science,"85, 80, 83",Certified Data Scientist,SQL,Problem Solving,Internship,0.4,Software Engineer,TechGiant Inc,Full-Time,3.733211777,Junior Data Scientist,TechGiant Inc,Software Development,"SQL, Power BI",Become a Software Engineer,85,80,83,248,82.66666667,B
282,34,F,Other,Selangor,student282@example.com,3.01,Dean's List,Data Science,"92, 93, 89",Certified Data Scientist,TensorFlow,Leadership,Internship,3.2,Data Analyst,Innovate Solutions,Full-Time,4.667867363,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,92,93,89,274,91.33333333,A
283,37,F,Other,Johor,student283@example.com,3.57,Best Project,Engineering,"84, 100, 94",,R,Leadership,Part-Time,3.8,Data Scientist,TechGiant Inc,Full-Time,4.94557425,Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,84,100,94,278,92.66666667,A
284,27,F,Malay,Johor,student284@example.com,2.38,Best Project,Business,"80, 98, 86",AWS Certified Solutions Architect,Python,Problem Solving,Internship,1.8,Data Scientist,Data Analytics Inc,Internship,5.915938221,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,80,98,86,264,88,B
285,22,M,Other,Johor,student285@example.com,2.11,Internship,Computer Science,"85, 95, 84",,Python,Leadership,Part-Time,0.8,Data Analyst,TechGiant Inc,Full-Time,1.580055892,Junior Data Scientist,Innovate Solutions,Software Development,"C++, Java",Become a Software Engineer,85,95,84,264,88,B
286,19,F,Chinese,Kuala Lumpur,student286@example.com,3.11,Dean's List,Engineering,"94, 85, 94",AWS Certified Solutions Architect,Python,Communication,Part-Time,0.2,Data Scientist,Data Analytics Inc,Part-Time,4.946325179,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","C++, Java",Become a Data Science Manager,94,85,94,273,91,A
287,39,F,Chinese,Selangor,student287@example.com,2.13,Best Project,Business,"89, 89, 90",Certified Data Scientist,TensorFlow,Problem Solving,Full-Time,4.2,Software Engineer,TechGiant Inc,Part-Time,5.778610979,Junior Data Scientist,Innovate Solutions,Software Development,"Python, TensorFlow",Become a Data Science Manager,89,89,90,268,89.33333333,A
288,25,F,Other,Johor,student288@example.com,2.68,Internship,Computer Science,"93, 81, 87",,SQL,Problem Solving,Part-Time,1.4,Data Analyst,Data Analytics Inc,Full-Time,4.323184247,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Senior Data Scientist,93,81,87,261,87,B
289,36,F,Chinese,Johor,student289@example.com,2.89,Best Project,Engineering,"95, 91, 81",Certified Data Scientist,SQL,Communication,Part-Time,3.6,Software Engineer,Innovate Solutions,Part-Time,5.122320742,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","C++, Java",Become a Software Engineer,95,91,81,267,89,B
290,20,M,Chinese,Johor,student290@example.com,2.48,Best Project,Business,"80, 81, 87",AWS Certified Solutions Architect,SQL,Problem Solving,Full-Time,0.4,Software Engineer,Data Analytics Inc,Internship,1.700185612,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,80,81,87,248,82.66666667,B
291,37,F,Other,Kuala Lumpur,student291@example.com,3.88,Internship,Engineering,"89, 92, 88",Certified Data Scientist,Python,Problem Solving,Internship,3.8,Software Engineer,TechGiant Inc,Internship,8.106801875,Senior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Software Engineer,89,92,88,269,89.66666667,A
292,30,M,Other,Selangor,student292@example.com,3.51,Best Project,Computer Science,"97, 80, 89",Certified Data Scientist,R,Communication,Part-Time,2.4,Software Engineer,Data Analytics Inc,Internship,4.843458201,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,97,80,89,266,88.66666667,B
293,19,F,Indian,Perak,student293@example.com,2.47,Internship,Business,"99, 94, 96",AWS Certified Solutions Architect,Python,Leadership,Internship,0.2,Data Scientist,Data Analytics Inc,Part-Time,4.626917825,Junior Data Scientist,TechGiant Inc,Software Development,"Python, TensorFlow",Become a Software Engineer,99,94,96,289,96.33333333,A
294,18,F,Malay,Perak,student294@example.com,2.94,Best Project,Data Science,"84, 98, 99",AWS Certified Solutions Architect,TensorFlow,Problem Solving,Part-Time,0,Data Analyst,TechGiant Inc,Internship,2.675485014,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","C++, Java",Become a Data Science Manager,84,98,99,281,93.66666667,A
295,31,F,Chinese,Selangor,student295@example.com,2.29,Best Project,Business,"98, 86, 81",Certified Data Scientist,R,Leadership,Full-Time,2.6,Data Analyst,TechGiant Inc,Part-Time,7.251788046,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Data Science Manager,98,86,81,265,88.33333333,B
296,20,M,Indian,Johor,student296@example.com,3.09,Best Project,Engineering,"92, 88, 95",Certified Data Scientist,SQL,Leadership,Full-Time,0.4,Data Scientist,TechGiant Inc,Internship,1.66278931,Junior Data Scientist,TechGiant Inc,Software Development,"SQL, Power BI",Become a Software Engineer,92,88,95,275,91.66666667,A
297,28,F,Malay,Selangor,student297@example.com,3.11,Dean's List,Data Science,"95, 90, 98",AWS Certified Solutions Architect,SQL,Problem Solving,Part-Time,2,Data Analyst,Innovate Solutions,Internship,3.416793335,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,95,90,98,283,94.33333333,A
298,23,M,Indian,Johor,student298@example.com,2.04,Dean's List,Data Science,"97, 96, 100",AWS Certified Solutions Architect,TensorFlow,Problem Solving,Part-Time,1,Data Analyst,Data Analytics Inc,Internship,3.879801171,Junior Data Scientist,Innovate Solutions,Software Development,"Python, TensorFlow",Become a Data Science Manager,97,96,100,293,97.66666667,A
299,32,M,Indian,Selangor,student299@example.com,2.36,Best Project,Engineering,"99, 94, 80",,SQL,Problem Solving,Full-Time,2.8,Software Engineer,Innovate Solutions,Full-Time,7.204383226,Junior Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Software Engineer,99,94,80,273,91,A
300,20,F,Indian,Selangor,student300@example.com,2.93,Best Project,Business,"99, 99, 89",Certified Data Scientist,SQL,Leadership,Internship,0.4,Software Engineer,Data Analytics Inc,Part-Time,1.451568396,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Software Engineer,99,99,89,287,95.66666667,A
301,23,F,Other,Perak,student301@example.com,2.67,Best Project,Business,"84, 86, 81",,SQL,Leadership,Part-Time,1,Data Scientist,Innovate Solutions,Full-Time,3.570404672,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,84,86,81,251,83.66666667,B
302,34,F,Chinese,Kuala Lumpur,student302@example.com,3.68,Best Project,Engineering,"83, 97, 81",AWS Certified Solutions Architect,Python,Communication,Internship,3.2,Software Engineer,Data Analytics Inc,Internship,4.783819104,Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,83,97,81,261,87,B
303,28,M,Indian,Selangor,student303@example.com,2.68,Dean's List,Engineering,"95, 98, 98",,Power BI,Problem Solving,Full-Time,2,Software Engineer,TechGiant Inc,Full-Time,6.31969323,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Software Engineer,95,98,98,291,97,A
304,36,M,Chinese,Perak,student304@example.com,3.38,Internship,Engineering,"99, 89, 91",AWS Certified Solutions Architect,Python,Communication,Part-Time,3.6,Software Engineer,Innovate Solutions,Part-Time,3.739818936,Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,99,89,91,279,93,A
305,21,M,Indian,Selangor,student305@example.com,2.81,Best Project,Engineering,"97, 83, 82",Certified Data Scientist,Power BI,Communication,Internship,0.6,Data Scientist,TechGiant Inc,Internship,5.546991026,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Software Engineer,97,83,82,262,87.33333333,B
306,24,F,Chinese,Perak,student306@example.com,2.61,Dean's List,Business,"83, 85, 80",,Python,Problem Solving,Internship,1.2,Data Analyst,Data Analytics Inc,Part-Time,4.68617197,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Software Engineer,83,85,80,248,82.66666667,B
307,27,M,Indian,Selangor,student307@example.com,3.84,Internship,Engineering,"83, 97, 85",Certified Data Scientist,Power BI,Communication,Internship,1.8,Software Engineer,TechGiant Inc,Full-Time,5.156327417,Senior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,83,97,85,265,88.33333333,B
308,28,M,Indian,Perak,student308@example.com,3.42,Best Project,Engineering,"88, 81, 84",Certified Data Scientist,SQL,Communication,Internship,2,Software Engineer,Data Analytics Inc,Full-Time,4.590380721,Data Scientist,Innovate Solutions,"Data Science, Machine Learning","C++, Java",Become a Senior Data Scientist,88,81,84,253,84.33333333,B
309,33,M,Other,Kedah,student309@example.com,3.89,Internship,Data Science,"93, 85, 84",AWS Certified Solutions Architect,Python,Problem Solving,Full-Time,3,Software Engineer,TechGiant Inc,Part-Time,5.683495203,Senior Data Scientist,Innovate Solutions,Software Development,"SQL, Power BI",Become a Data Science Manager,93,85,84,262,87.33333333,B
310,32,M,Indian,Selangor,student310@example.com,4,Dean's List,Computer Science,"87, 84, 92",Certified Data Scientist,Python,Leadership,Internship,2.8,Data Scientist,TechGiant Inc,Part-Time,7.595021298,Senior Data Scientist,Innovate Solutions,Software Development,"C++, Java",Become a Software Engineer,87,84,92,263,87.66666667,B
311,21,M,Other,Johor,student311@example.com,3.51,Dean's List,Business,"98, 91, 86",AWS Certified Solutions Architect,R,Leadership,Internship,0.6,Data Analyst,Innovate Solutions,Internship,3.371664063,Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Data Science Manager,98,91,86,275,91.66666667,A
312,37,F,Chinese,Kedah,student312@example.com,3.25,Internship,Computer Science,"94, 97, 98",Certified Data Scientist,Power BI,Leadership,Full-Time,3.8,Data Scientist,TechGiant Inc,Part-Time,7.529007878,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Data Science Manager,94,97,98,289,96.33333333,A
313,38,M,Other,Johor,student313@example.com,3.99,Dean's List,Business,"90, 99, 93",Certified Data Scientist,SQL,Communication,Part-Time,4,Data Analyst,Data Analytics Inc,Part-Time,4.085334387,Senior Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Senior Data Scientist,90,99,93,282,94,A
314,30,F,Indian,Selangor,student314@example.com,3.6,Dean's List,Engineering,"98, 92, 91",Certified Data Scientist,Python,Communication,Internship,2.4,Data Analyst,Data Analytics Inc,Internship,3.500187055,Data Scientist,TechGiant Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Software Engineer,98,92,91,281,93.66666667,A
315,29,M,Malay,Kuala Lumpur,student315@example.com,2.64,Internship,Business,"90, 98, 84",,R,Leadership,Part-Time,2.2,Software Engineer,Data Analytics Inc,Part-Time,3.418686076,Junior Data Scientist,Innovate Solutions,Software Development,"Python, TensorFlow",Become a Senior Data Scientist,90,98,84,272,90.66666667,A
316,36,F,Chinese,Perak,student316@example.com,2.04,Internship,Engineering,"89, 83, 91",Certified Data Scientist,R,Leadership,Part-Time,3.6,Data Scientist,Data Analytics Inc,Internship,4.066683524,Junior Data Scientist,Innovate Solutions,Software Development,"SQL, Power BI",Become a Senior Data Scientist,89,83,91,263,87.66666667,B
317,18,M,Malay,Kedah,student317@example.com,3.12,Dean's List,Computer Science,"92, 93, 86",AWS Certified Solutions Architect,Power BI,Problem Solving,Internship,0,Data Scientist,Data Analytics Inc,Part-Time,4.450369198,Junior Data Scientist,Innovate Solutions,Software Development,"Python, TensorFlow",Become a Senior Data Scientist,92,93,86,271,90.33333333,A
318,20,F,Chinese,Perak,student318@example.com,3.97,Internship,Business,"93, 89, 85",AWS Certified Solutions Architect,TensorFlow,Leadership,Part-Time,0.4,Data Analyst,TechGiant Inc,Part-Time,0.43536509,Senior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,93,89,85,267,89,B
319,28,F,Other,Kuala Lumpur,student319@example.com,2.03,Best Project,Business,"80, 88, 99",Certified Data Scientist,Python,Leadership,Full-Time,2,Software Engineer,TechGiant Inc,Internship,2.858714925,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Data Science Manager,80,88,99,267,89,B
320,26,F,Chinese,Kuala Lumpur,student320@example.com,2.35,Best Project,Data Science,"92, 84, 92",,Power BI,Leadership,Part-Time,1.6,Software Engineer,Data Analytics Inc,Internship,6.340455457,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","Python, TensorFlow",Become a Data Science Manager,92,84,92,268,89.33333333,A
321,30,F,Indian,Selangor,student321@example.com,3.33,Dean's List,Data Science,"82, 90, 87",,R,Problem Solving,Internship,2.4,Data Scientist,Innovate Solutions,Internship,7.0349987,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Data Science Manager,82,90,87,259,86.33333333,B
322,39,F,Indian,Selangor,student322@example.com,2.96,Best Project,Business,"90, 84, 92",Certified Data Scientist,Python,Problem Solving,Part-Time,4.2,Data Analyst,Data Analytics Inc,Part-Time,5.435707528,Junior Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Data Science Manager,90,84,92,266,88.66666667,B
323,38,F,Chinese,Selangor,student323@example.com,2.74,Best Project,Business,"98, 96, 89",AWS Certified Solutions Architect,R,Problem Solving,Full-Time,4,Data Analyst,Data Analytics Inc,Full-Time,7.974237744,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Software Engineer,98,96,89,283,94.33333333,A
324,25,F,Indian,Kedah,student324@example.com,2.4,Best Project,Computer Science,"83, 85, 89",Certified Data Scientist,Power BI,Communication,Part-Time,1.4,Software Engineer,Innovate Solutions,Full-Time,2.019627489,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,83,85,89,257,85.66666667,B
325,26,F,Chinese,Kuala Lumpur,student325@example.com,3,Internship,Computer Science,"80, 82, 94",Certified Data Scientist,Power BI,Communication,Full-Time,1.6,Data Scientist,Data Analytics Inc,Part-Time,3.155674025,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,80,82,94,256,85.33333333,B
326,32,M,Indian,Kuala Lumpur,student326@example.com,3.52,Best Project,Data Science,"100, 89, 89",,SQL,Problem Solving,Part-Time,2.8,Data Scientist,TechGiant Inc,Internship,6.692588541,Data Scientist,Innovate Solutions,"Data Science, Machine Learning","C++, Java",Become a Software Engineer,100,89,89,278,92.66666667,A
327,30,F,Chinese,Perak,student327@example.com,3.68,Internship,Business,"91, 97, 93",AWS Certified Solutions Architect,SQL,Leadership,Internship,2.4,Data Scientist,Data Analytics Inc,Part-Time,5.263613953,Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","C++, Java",Become a Data Science Manager,91,97,93,281,93.66666667,A
328,18,M,Other,Perak,student328@example.com,2.37,Dean's List,Data Science,"100, 82, 95",Certified Data Scientist,SQL,Leadership,Part-Time,0,Data Analyst,TechGiant Inc,Part-Time,1.526798268,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Software Engineer,100,82,95,277,92.33333333,A
329,23,M,Other,Johor,student329@example.com,2.77,Dean's List,Computer Science,"88, 100, 88",AWS Certified Solutions Architect,Power BI,Communication,Internship,1,Software Engineer,Data Analytics Inc,Internship,4.724091537,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Software Engineer,88,100,88,276,92,A
330,28,F,Indian,Perak,student330@example.com,3.88,Best Project,Business,"97, 95, 97",AWS Certified Solutions Architect,TensorFlow,Leadership,Part-Time,2,Data Analyst,TechGiant Inc,Full-Time,3.676427688,Senior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","Python, TensorFlow",Become a Data Science Manager,97,95,97,289,96.33333333,A
331,28,F,Malay,Kuala Lumpur,student331@example.com,2.8,Best Project,Engineering,"88, 91, 98",AWS Certified Solutions Architect,R,Leadership,Internship,2,Data Scientist,TechGiant Inc,Part-Time,5.876239001,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Data Science Manager,88,91,98,277,92.33333333,A
332,21,M,Malay,Johor,student332@example.com,3.79,Internship,Business,"89, 85, 91",AWS Certified Solutions Architect,Power BI,Leadership,Internship,0.6,Software Engineer,TechGiant Inc,Internship,1.463279627,Senior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,89,85,91,265,88.33333333,B
333,30,F,Malay,Perak,student333@example.com,3.33,Best Project,Business,"84, 80, 84",Certified Data Scientist,SQL,Problem Solving,Internship,2.4,Data Analyst,Data Analytics Inc,Internship,2.74761598,Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Data Science Manager,84,80,84,248,82.66666667,B
334,33,F,Chinese,Johor,student334@example.com,3.85,Best Project,Business,"80, 80, 89",Certified Data Scientist,TensorFlow,Problem Solving,Internship,3,Data Analyst,Innovate Solutions,Full-Time,4.66528996,Senior Data Scientist,TechGiant Inc,Software Development,"Python, TensorFlow",Become a Software Engineer,80,80,89,249,83,B
335,32,M,Chinese,Johor,student335@example.com,3.74,Best Project,Computer Science,"90, 84, 89",AWS Certified Solutions Architect,R,Communication,Internship,2.8,Data Scientist,Innovate Solutions,Part-Time,3.551303658,Senior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,90,84,89,263,87.66666667,B
336,22,M,Malay,Perak,student336@example.com,3.71,Dean's List,Engineering,"86, 80, 98",,SQL,Leadership,Internship,0.8,Software Engineer,TechGiant Inc,Part-Time,2.346081605,Senior Data Scientist,Innovate Solutions,Software Development,"C++, Java",Become a Data Science Manager,86,80,98,264,88,B
337,24,F,Malay,Johor,student337@example.com,2.94,Dean's List,Engineering,"86, 94, 84",AWS Certified Solutions Architect,TensorFlow,Problem Solving,Internship,1.2,Software Engineer,Data Analytics Inc,Full-Time,3.173207361,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,86,94,84,264,88,B
338,19,F,Malay,Kuala Lumpur,student338@example.com,2.31,Internship,Data Science,"82, 99, 94",,R,Communication,Internship,0.2,Data Scientist,TechGiant Inc,Part-Time,4.16678717,Junior Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Data Science Manager,82,99,94,275,91.66666667,A
339,21,F,Other,Selangor,student339@example.com,3.39,Internship,Engineering,"99, 91, 100",AWS Certified Solutions Architect,SQL,Leadership,Internship,0.6,Data Scientist,Innovate Solutions,Internship,1.274739528,Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Software Engineer,99,91,100,290,96.66666667,A
340,38,F,Other,Selangor,student340@example.com,2.12,Best Project,Engineering,"86, 85, 98",AWS Certified Solutions Architect,R,Leadership,Full-Time,4,Software Engineer,Innovate Solutions,Internship,7.549134979,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","SQL, Power BI",Become a Software Engineer,86,85,98,269,89.66666667,A
341,21,F,Other,Perak,student341@example.com,3.14,Best Project,Engineering,"90, 92, 85",Certified Data Scientist,SQL,Problem Solving,Full-Time,0.6,Software Engineer,Data Analytics Inc,Part-Time,0.697250199,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","C++, Java",Become a Data Science Manager,90,92,85,267,89,B
342,28,M,Indian,Kedah,student342@example.com,3.96,Dean's List,Data Science,"95, 84, 80",,Python,Communication,Internship,2,Data Analyst,TechGiant Inc,Internship,5.87838441,Senior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Software Engineer,95,84,80,259,86.33333333,B
343,29,F,Indian,Perak,student343@example.com,2.8,Best Project,Business,"100, 98, 95",Certified Data Scientist,Python,Leadership,Part-Time,2.2,Data Scientist,Data Analytics Inc,Full-Time,2.647027943,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","Python, TensorFlow",Become a Data Science Manager,100,98,95,293,97.66666667,A
344,31,M,Other,Perak,student344@example.com,3.55,Best Project,Data Science,"95, 84, 88",AWS Certified Solutions Architect,Power BI,Leadership,Part-Time,2.6,Data Scientist,TechGiant Inc,Full-Time,5.569021849,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Software Engineer,95,84,88,267,89,B
345,39,M,Malay,Kedah,student345@example.com,2.33,Best Project,Data Science,"91, 96, 99",,Python,Leadership,Part-Time,4.2,Data Analyst,Innovate Solutions,Full-Time,4.663111169,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,91,96,99,286,95.33333333,A
346,19,F,Malay,Johor,student346@example.com,3.59,Best Project,Engineering,"96, 86, 90",Certified Data Scientist,SQL,Leadership,Internship,0.2,Data Analyst,Data Analytics Inc,Full-Time,1.547996603,Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,96,86,90,272,90.66666667,A
347,26,M,Indian,Kedah,student347@example.com,2.92,Dean's List,Business,"82, 92, 86",,R,Communication,Full-Time,1.6,Data Scientist,Data Analytics Inc,Part-Time,3.425042352,Junior Data Scientist,TechGiant Inc,Software Development,"C++, Java",Become a Software Engineer,82,92,86,260,86.66666667,B
